enrolled_user,target,mechanism,distinct_calib_impostors,target_FAR,tolerance,n_candidates,n_rejected_unreachable,n_in_band,n_in_band_rejected_unreachable,n_eligible,achievable_min_FAR,achievable_max_FAR,achievable_min_FAR_reachable,achievable_max_FAR_reachable,feasible,chosen_index,chosen_params,calib_FAR,calib_FRR
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,ewma,12,0.07,0.01,316,0,10,0,10,0.0,1.0,0.0,1.0,True,135.0,"{""theta"": 0.7828515053870285, ""alpha"": 0.5}",0.06666666666666667,0.010763888888888889
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,majority_vote,12,0.07,0.01,395,0,29,0,29,0.0,0.9770833333333333,0.0,0.9770833333333333,True,215.0,"{""theta"": 0.7975391429017559, ""w"": 3, ""k"": 2}",0.06111111111111111,0.00798611111111111
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,debounce,12,0.07,0.01,316,0,17,0,17,0.0,1.0,0.0,1.0,True,168.0,"{""theta"": 0.796890570215907, ""n"": 2}",0.06041666666666667,0.007638888888888889
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,margin_dual_threshold,12,0.07,0.01,316,55,11,0,11,0.0,1.0,0.0,1.0,True,81.0,"{""theta"": 0.7760656947776342, ""margin"": 0.1}",0.06180555555555556,0.0
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,hysteresis,12,0.07,0.01,948,92,19,0,19,0.0,1.0,0.0,1.0,True,420.0,"{""theta"": 0.7865893508595114, ""margin"": 0.05, ""ttt_frames"": 2}",0.06944444444444445,0.007638888888888889
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,trust_model,12,0.07,0.01,711,53,26,2,24,0.0,1.0,0.0,1.0,True,368.0,"{""theta"": 0.7956264993541243, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06875,0.04097222222222222
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,trust_model_single,12,0.07,0.01,711,0,9,0,9,0.0,1.0,0.0,1.0,True,323.0,"{""theta"": 0.7865893508595114, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06944444444444445,0.022569444444444444
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.07,sprt,12,0.07,0.01,4725,0,363,0,363,0.0,0.19444444444444445,0.0,0.19444444444444445,True,1654.0,"{""A"": 2.8284271247461903, ""B"": 1.414213562373095, ""delta"": 1.2000000000000002}",0.06111111111111111,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,instantaneous,12,0.05,0.01,72,0,3,0,3,0.0,0.9694444444444444,0.0,0.9694444444444444,True,35.0,"{""theta"": 0.8235240190685735}",0.04722222222222222,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,moving_average,12,0.05,0.01,288,0,24,0,24,0.0,1.0,0.0,1.0,True,132.0,"{""theta"": 0.8227564807762828, ""w"": 3}",0.04097222222222222,0.013888888888888888
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,ewma,12,0.05,0.01,288,0,31,0,31,0.0,1.0,0.0,1.0,True,119.0,"{""theta"": 0.8192428986488393, ""alpha"": 0.5}",0.04027777777777778,0.016666666666666666
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,majority_vote,12,0.05,0.01,360,0,17,0,17,0.0,0.975,0.0,0.975,True,200.0,"{""theta"": 0.823884939776029, ""w"": 3, ""k"": 2}",0.044444444444444446,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,debounce,12,0.05,0.01,288,0,11,0,11,0.0,0.9861111111111112,0.0,0.9861111111111112,True,160.0,"{""theta"": 0.823884939776029, ""n"": 2}",0.043055555555555555,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,margin_dual_threshold,12,0.05,0.01,288,85,11,9,2,0.0,1.0,0.0,1.0,True,46.0,"{""theta"": 0.7474189952328566, ""margin"": 0.2}",0.04722222222222222,0.0024305555555555556
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,hysteresis,12,0.05,0.01,864,108,50,4,46,0.002777777777777778,1.0,0.002777777777777778,1.0,True,148.0,"{""theta"": 0.7966886688668867, ""margin"": 0.1, ""ttt_frames"": 2}",0.04791666666666667,0.015277777777777777
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,trust_model,12,0.05,0.01,648,86,22,2,20,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.7966886688668867, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.04791666666666667,0.04131944444444444
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,trust_model_single,12,0.05,0.01,648,0,43,0,43,0.0,1.0,0.0,1.0,True,215.0,"{""theta"": 0.8137248596654536, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.05,0.03194444444444444
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.05,sprt,12,0.05,0.01,4725,0,338,0,338,0.0,0.19166666666666668,0.0,0.19166666666666668,True,153.0,"{""A"": 0.5, ""B"": 5.656854249492379, ""delta"": -0.7999999999999998}",0.04375,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,instantaneous,12,0.03,0.01,65,0,5,0,5,0.0,0.9694444444444444,0.0,0.9694444444444444,True,31.0,"{""theta"": 0.8240740740740741}",0.020833333333333332,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,moving_average,12,0.03,0.01,260,0,19,0,19,0.0,1.0,0.0,1.0,True,120.0,"{""theta"": 0.823982398239824, ""w"": 3}",0.021527777777777778,0.01423611111111111
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,ewma,12,0.03,0.01,260,0,12,0,12,0.0,1.0,0.0,1.0,True,103.0,"{""theta"": 0.8237073707370737, ""alpha"": 0.5}",0.020833333333333332,0.017013888888888887
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,majority_vote,12,0.03,0.01,325,0,29,0,29,0.0,0.975,0.0,0.975,True,165.0,"{""theta"": 0.8242894845467452, ""w"": 3, ""k"": 2}",0.027777777777777776,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,debounce,12,0.03,0.01,260,0,16,0,16,0.0,0.9861111111111112,0.0,0.9861111111111112,True,132.0,"{""theta"": 0.8242894845467452, ""n"": 2}",0.027083333333333334,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,margin_dual_threshold,12,0.03,0.01,260,80,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,hysteresis,12,0.03,0.01,780,108,88,12,76,0.002777777777777778,1.0,0.002777777777777778,1.0,True,144.0,"{""theta"": 0.8134252383571691, ""margin"": 0.05, ""ttt_frames"": 2}",0.024305555555555556,0.010069444444444445
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,trust_model,12,0.03,0.01,585,81,31,3,28,0.0,1.0,0.0,1.0,True,332.0,"{""theta"": 0.8247425639145112, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.029861111111111113,0.07673611111111112
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,trust_model_single,12,0.03,0.01,585,0,26,0,26,0.0,1.0,0.0,1.0,True,170.0,"{""theta"": 0.81994866153282, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.029861111111111113,0.034722222222222224
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.03,sprt,12,0.03,0.01,4725,0,410,0,410,0.0,0.19166666666666668,0.0,0.19166666666666668,True,151.0,"{""A"": 0.5, ""B"": 5.656854249492379, ""delta"": -1.2}",0.027083333333333334,0.00034722222222222224
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,instantaneous,12,0.07,0.01,76,0,8,0,8,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8168903557022369}",0.06041666666666667,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,moving_average,12,0.07,0.01,304,0,12,0,12,0.0,1.0,0.0,1.0,True,128.0,"{""theta"": 0.8114362077233365, ""w"": 3}",0.06111111111111111,0.013541666666666667
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,ewma,12,0.07,0.01,304,0,17,0,17,0.0,1.0,0.0,1.0,True,107.0,"{""theta"": 0.7996224366026347, ""alpha"": 0.5}",0.06944444444444445,0.01423611111111111
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,majority_vote,12,0.07,0.01,380,0,19,0,19,0.0,0.975,0.0,0.975,True,240.0,"{""theta"": 0.8235240190685735, ""w"": 3, ""k"": 2}",0.06180555555555556,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,debounce,12,0.07,0.01,304,0,17,0,17,0.0,0.9861111111111112,0.0,0.9861111111111112,True,192.0,"{""theta"": 0.8235240190685735, ""n"": 2}",0.0625,0.007638888888888889
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,margin_dual_threshold,12,0.07,0.01,304,76,2,0,2,0.0,1.0,0.0,1.0,True,96.0,"{""theta"": 0.7954705085893203, ""margin"": 0.05}",0.06597222222222222,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,hysteresis,12,0.07,0.01,912,108,17,6,11,0.002777777777777778,1.0,0.002777777777777778,1.0,True,461.0,"{""theta"": 0.8161800795464161, ""margin"": 0.1, ""ttt_frames"": 3}",0.06180555555555556,0.051041666666666666
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,trust_model,12,0.07,0.01,684,77,20,2,18,0.0,1.0,0.0,1.0,True,293.0,"{""theta"": 0.8114362077233365, ""gain"": 0.3, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06180555555555556,0.11493055555555555
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,trust_model_single,12,0.07,0.01,684,0,17,0,17,0.0,1.0,0.0,1.0,True,260.0,"{""theta"": 0.8010910834673212, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06944444444444445,0.027430555555555555
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.07,sprt,12,0.07,0.01,4725,0,460,0,460,0.0,0.19166666666666668,0.0,0.19166666666666668,True,6.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": -0.7999999999999998}",0.06944444444444445,0.0
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,instantaneous,12,0.05,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,40.0,"{""theta"": 0.8593041092822753}",0.049305555555555554,0.2690972222222222
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,moving_average,12,0.05,0.01,320,0,31,0,31,0.0,0.9993055555555556,0.0,0.9993055555555556,True,140.0,"{""theta"": 0.8562778524241407, ""w"": 3}",0.05,0.29270833333333335
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,ewma,12,0.05,0.01,320,0,19,0,19,0.0,1.0,0.0,1.0,True,139.0,"{""theta"": 0.8555711846377786, ""alpha"": 0.5}",0.04652777777777778,0.28923611111111114
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,majority_vote,12,0.05,0.01,400,0,31,0,31,0.0,0.9847222222222223,0.0,0.9847222222222223,True,245.0,"{""theta"": 0.8617398667562424, ""w"": 3, ""k"": 2}",0.04583333333333333,0.2795138888888889
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,debounce,12,0.05,0.01,320,0,20,0,20,0.0,1.0,0.0,1.0,True,209.0,"{""theta"": 0.8634363453140745, ""n"": 3}",0.049305555555555554,0.2760416666666667
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,margin_dual_threshold,12,0.05,0.01,320,90,14,1,13,0.0,1.0,0.0,1.0,True,92.0,"{""theta"": 0.8420372725618631, ""margin"": 0.05}",0.04791666666666667,0.25243055555555555
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,hysteresis,12,0.05,0.01,960,108,36,11,25,0.0,1.0,0.003472222222222222,1.0,True,408.0,"{""theta"": 0.8555711846377786, ""margin"": 0.05, ""ttt_frames"": 2}",0.04097222222222222,0.2861111111111111
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,trust_model,12,0.05,0.01,720,92,26,0,26,0.0,1.0,0.0,1.0,True,377.0,"{""theta"": 0.8597161572052402, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.05,0.3784722222222222
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,trust_model_single,12,0.05,0.01,720,0,24,0,24,0.0,1.0,0.0,1.0,True,341.0,"{""theta"": 0.8576265255850408, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04722222222222222,0.3232638888888889
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.05,sprt,12,0.05,0.01,4725,0,35,0,35,0.00625,0.44722222222222224,0.00625,0.44722222222222224,True,126.0,"{""A"": 0.5, ""B"": 3.999999999999999, ""delta"": -2.0}",0.04583333333333333,0.28923611111111114
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,instantaneous,12,0.03,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,42.0,"{""theta"": 0.8652656477438136}",0.02847222222222222,0.2920138888888889
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,moving_average,12,0.03,0.01,320,0,25,0,25,0.0,0.9993055555555556,0.0,0.9993055555555556,True,156.0,"{""theta"": 0.863410833986489, ""w"": 3}",0.027777777777777776,0.31145833333333334
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,ewma,12,0.03,0.01,320,0,44,0,44,0.0,1.0,0.0,1.0,True,131.0,"{""theta"": 0.8612958291344754, ""alpha"": 0.5}",0.029861111111111113,0.30659722222222224
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,majority_vote,12,0.03,0.01,400,0,57,0,57,0.0,0.9847222222222223,0.0,0.9847222222222223,True,167.0,"{""theta"": 0.8615713276322173, ""w"": 5, ""k"": 4}",0.027777777777777776,0.3211805555555556
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,debounce,12,0.03,0.01,320,0,19,0,19,0.0,1.0,0.0,1.0,True,200.0,"{""theta"": 0.8785480349344978, ""n"": 2}",0.029861111111111113,0.3503472222222222
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,margin_dual_threshold,12,0.03,0.01,320,98,42,0,42,0.0,1.0,0.0,1.0,True,84.0,"{""theta"": 0.8555678278841489, ""margin"": 0.05}",0.025,0.28888888888888886
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,hysteresis,12,0.03,0.01,960,140,41,10,31,0.0,1.0,0.003472222222222222,1.0,True,588.0,"{""theta"": 0.8753050316313963, ""margin"": 0.05, ""ttt_frames"": 2}",0.029166666666666667,0.353125
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,trust_model,12,0.03,0.01,720,95,27,1,26,0.0,1.0,0.0,1.0,True,440.0,"{""theta"": 0.8729978651140224, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.029861111111111113,0.40069444444444446
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,trust_model_single,12,0.03,0.01,720,0,50,0,50,0.0,1.0,0.0,1.0,True,359.0,"{""theta"": 0.863410833986489, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.02847222222222222,0.3385416666666667
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.03,sprt,12,0.03,0.01,4725,0,20,0,20,0.00625,0.44722222222222224,0.00625,0.44722222222222224,True,945.0,"{""A"": 1.414213562373095, ""B"": 0.5, ""delta"": -2.0}",0.029861111111111113,0.35208333333333336
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,instantaneous,12,0.07,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,40.0,"{""theta"": 0.843845034150711}",0.06805555555555555,0.23229166666666667
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,moving_average,12,0.07,0.01,320,0,25,0,25,0.0,0.9993055555555556,0.0,0.9993055555555556,True,148.0,"{""theta"": 0.8425943343410592, ""w"": 3}",0.06875,0.26979166666666665
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,ewma,12,0.07,0.01,320,0,26,0,26,0.0,1.0,0.0,1.0,True,143.0,"{""theta"": 0.84195190908073, ""alpha"": 0.5}",0.06944444444444445,0.27152777777777776
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,majority_vote,12,0.07,0.01,400,0,17,0,17,0.0,0.9847222222222223,0.0,0.9847222222222223,True,255.0,"{""theta"": 0.8578720188108835, ""w"": 3, ""k"": 2}",0.06736111111111111,0.26493055555555556
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,debounce,12,0.07,0.01,320,0,6,0,6,0.0,1.0,0.0,1.0,True,208.0,"{""theta"": 0.8587908688836636, ""n"": 2}",0.06875,0.2677083333333333
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,margin_dual_threshold,12,0.07,0.01,320,90,26,0,26,0.0,1.0,0.0,1.0,True,132.0,"{""theta"": 0.8408842794759825, ""margin"": 0.05}",0.06944444444444445,0.25069444444444444
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,hysteresis,12,0.07,0.01,960,108,32,2,30,0.0,1.0,0.003472222222222222,1.0,True,552.0,"{""theta"": 0.8532216437129101, ""margin"": 0.05, ""ttt_frames"": 2}",0.06041666666666667,0.28541666666666665
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,trust_model,12,0.07,0.01,720,92,10,0,10,0.0,1.0,0.0,1.0,True,377.0,"{""theta"": 0.8455240174672489, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06805555555555555,0.3375
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,trust_model_single,12,0.07,0.01,720,0,30,0,30,0.0,1.0,0.0,1.0,True,377.0,"{""theta"": 0.8455240174672489, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06666666666666667,0.2875
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.07,sprt,12,0.07,0.01,4725,0,41,0,41,0.00625,0.44722222222222224,0.00625,0.44722222222222224,True,673.0,"{""A"": 1.0, ""B"": 1.0, ""delta"": -1.8}",0.06805555555555555,0.26979166666666665
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,instantaneous,11,0.05,0.01,78,0,7,0,7,0.0,0.9701388888888889,0.0,0.9701388888888889,True,38.0,"{""theta"": 0.7738246319831764}",0.04027777777777778,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,moving_average,11,0.05,0.01,312,0,24,0,24,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.764726088577236, ""w"": 3}",0.04722222222222222,0.009722222222222222
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,ewma,11,0.05,0.01,312,0,14,0,14,0.0,1.0,0.0,1.0,True,107.0,"{""theta"": 0.7625491451037761, ""alpha"": 0.5}",0.04652777777777778,0.006944444444444444
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,majority_vote,11,0.05,0.01,390,0,38,0,38,0.0,1.0,0.0,1.0,True,195.0,"{""theta"": 0.7754728128230918, ""w"": 3, ""k"": 2}",0.043055555555555555,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,debounce,11,0.05,0.01,312,0,7,0,7,0.0,1.0,0.0,1.0,True,128.0,"{""theta"": 0.7681265429276767, ""n"": 2}",0.04236111111111111,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,margin_dual_threshold,11,0.05,0.01,312,62,2,0,2,0.0,1.0,0.0,1.0,True,167.0,"{""theta"": 0.7775515715883276, ""margin"": 0.4}",0.04375,0.14270833333333333
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,hysteresis,11,0.05,0.01,936,140,69,9,60,0.0,1.0,0.0006944444444444445,1.0,True,193.0,"{""theta"": 0.7529864046532238, ""margin"": 0.05, ""ttt_frames"": 3}",0.04652777777777778,0.01597222222222222
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,trust_model,11,0.05,0.01,702,65,31,4,27,0.0,1.0,0.0,1.0,True,332.0,"{""theta"": 0.7713266892200786, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.049305555555555554,0.03125
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,trust_model_single,11,0.05,0.01,702,0,17,0,17,0.0,1.0,0.0,1.0,True,278.0,"{""theta"": 0.7651092621376977, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.04861111111111111,0.019097222222222224
9DC38D04-E82E-4F29-AB52-B476535226F2,0.05,sprt,11,0.05,0.01,4725,0,150,0,150,0.0,0.075,0.0,0.075,True,310.0,"{""A"": 0.5, ""B"": 64.0, ""delta"": 1.2000000000000002}",0.04861111111111111,0.019791666666666666
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,instantaneous,11,0.03,0.01,77,0,6,0,6,0.0,0.9701388888888889,0.0,0.9701388888888889,True,37.0,"{""theta"": 0.7848587363993783}",0.022916666666666665,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,moving_average,11,0.03,0.01,308,0,25,0,25,0.0,1.0,0.0,1.0,True,112.0,"{""theta"": 0.7775461737738047, ""w"": 3}",0.022222222222222223,0.010069444444444445
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,ewma,11,0.03,0.01,308,0,29,0,29,0.0,1.0,0.0,1.0,True,107.0,"{""theta"": 0.7753547356304051, ""alpha"": 0.5}",0.021527777777777778,0.008333333333333333
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,majority_vote,11,0.03,0.01,385,0,34,0,34,0.0,1.0,0.0,1.0,True,200.0,"{""theta"": 0.7911557240418903, ""w"": 3, ""k"": 2}",0.022222222222222223,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,debounce,11,0.03,0.01,308,0,20,0,20,0.0,1.0,0.0,1.0,True,156.0,"{""theta"": 0.7872393057675311, ""n"": 2}",0.022222222222222223,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,margin_dual_threshold,11,0.03,0.01,308,66,4,2,2,0.0,1.0,0.0,1.0,True,88.0,"{""theta"": 0.7706297161130297, ""margin"": 0.05}",0.02361111111111111,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,hysteresis,11,0.03,0.01,924,140,89,15,74,0.0,1.0,0.0006944444444444445,1.0,True,156.0,"{""theta"": 0.7625491451037761, ""margin"": 0.05, ""ttt_frames"": 2}",0.027777777777777776,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,trust_model,11,0.03,0.01,693,69,27,8,19,0.0,1.0,0.0,1.0,True,440.0,"{""theta"": 0.8128393756315309, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.025694444444444443,0.05798611111111111
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,trust_model_single,11,0.03,0.01,693,0,85,0,85,0.0,1.0,0.0,1.0,True,215.0,"{""theta"": 0.7713137608635002, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.029166666666666667,0.02013888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.03,sprt,11,0.03,0.01,4725,0,526,0,526,0.0,0.075,0.0,0.075,True,18.0,"{""A"": 0.5, ""B"": 0.5, ""delta"": 1.6}",0.02013888888888889,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,instantaneous,11,0.07,0.01,79,0,8,0,8,0.0,0.9701388888888889,0.0,0.9701388888888889,True,39.0,"{""theta"": 0.7625491451037761}",0.06111111111111111,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,moving_average,11,0.07,0.01,316,0,13,0,13,0.0,1.0,0.0,1.0,True,120.0,"{""theta"": 0.7537576750761354, ""w"": 3}",0.06944444444444445,0.009027777777777777
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,ewma,11,0.07,0.01,316,0,17,0,17,0.0,1.0,0.0,1.0,True,99.0,"{""theta"": 0.749291396178111, ""alpha"": 0.5}",0.06805555555555555,0.006597222222222222
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,majority_vote,11,0.07,0.01,395,0,22,0,22,0.0,1.0,0.0,1.0,True,205.0,"{""theta"": 0.7641435916191334, ""w"": 3, ""k"": 2}",0.06111111111111111,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,debounce,11,0.07,0.01,316,0,7,0,7,0.0,1.0,0.0,1.0,True,148.0,"{""theta"": 0.7577032092895675, ""n"": 2}",0.06458333333333334,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,margin_dual_threshold,11,0.07,0.01,316,62,13,0,13,0.0,1.0,0.0,1.0,True,136.0,"{""theta"": 0.7572302909671476, ""margin"": 0.05}",0.06111111111111111,0.0
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,hysteresis,11,0.07,0.01,948,140,46,4,42,0.0,1.0,0.0006944444444444445,1.0,True,372.0,"{""theta"": 0.7548687940020116, ""margin"": 0.05, ""ttt_frames"": 2}",0.06944444444444445,0.007638888888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,trust_model,11,0.07,0.01,711,65,24,3,21,0.0,1.0,0.0,1.0,True,143.0,"{""theta"": 0.7398265591042403, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",0.06736111111111111,0.02326388888888889
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,trust_model_single,11,0.07,0.01,711,0,24,0,24,0.0,1.0,0.0,1.0,True,350.0,"{""theta"": 0.760263326323489, ""gain"": 0.6, ""decay"": 0.2, ""tau_lo"": 0.5, ""tau_hi"": 0.5}",0.06319444444444444,0.01840277777777778
9DC38D04-E82E-4F29-AB52-B476535226F2,0.07,sprt,11,0.07,0.01,4725,0,13,0,13,0.0,0.075,0.0,0.075,True,209.0,"{""A"": 0.5, ""B"": 11.31370849898476, ""delta"": 2.0}",0.06458333333333334,0.0010416666666666667
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,0.05,instantaneous,12,0.05,0.01,67,0,3,0,3,0.0,0.9930555555555556,0.0,0.9930555555555556,True,27.0,"{""theta"": 0.8795062695924765}",0.04861111111111111,0.0
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,0.05,moving_average,12,0.05,0.01,268,0,11,0,11,0.0,1.0,0.0,1.0,True,116.0,"{""theta"": 0.879898119122257, ""w"": 3}",0.043055555555555555,0.013888888888888888
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,0.05,ewma,12,0.05,0.01,268,0,18,0,18,0.0,1.0,0.0,1.0,True,107.0,"{""theta"": 0.8794083072100314, ""alpha"": 0.5}",0.041666666666666664,0.019444444444444445
